City,Latitude,Longitude
Kiana,-160.4227778,66.975
Kihei,-156.4490059,20.7633381
Kilauea,-159.3959362,22.210945
Kilkare Woods,-121.9121802,37.6282659
Kimberly,-119.6444397,44.7593094
King City,-122.8039866,45.4026184
King Cove,-162.3102778,55.0616667
King Salmon,-156.6613889,58.6883333
Kings Beach,-120.0265798,39.2376846
Kings Valley,-123.4345476,44.7067856
Kingsburg,-119.5540175,36.5138398
Kingston,-122.4981921,47.7987072
Kingvale,-120.4288153,39.3210149
Kipahulu,-156.0552595,20.6547099
Kipnuk,-164.0413889,59.9388889
Kirk,-121.8294618,42.7473575
Kirkland,-122.2087353,47.6814876
Kirkwood,-120.0726855,38.7026857
Kitsap Lake,-122.7084779,47.5828719
Kittitas,-120.4170102,46.9831822
Kivalina,-164.5333333,67.7269444
Kiwalik,-161.8419444,66.0227778
Klamath,-124.0384069,41.5265092
Klamath Agency,-121.9339065,42.6181909
Klamath Falls,-121.7816704,42.224867
Klamath River,-122.825589,41.8612461
Klawock,-133.0958333,55.5522222
Klickitat,-121.1525716,45.8170668
Klukwan,-135.8885477,59.3987031
Knappa,-123.5859674,46.1851096
Kneeland,-123.9947779,40.7612425
Knights Landing,-121.718297,38.7996238
Knightsen,-121.6680084,37.9688117
Knik,-149.7288889,61.4577778
Ko Olina,-158.1186197,21.3377742
Kobuk,-156.8811111,66.9072222
Kodiak,-152.4072222,57.79
Koggiung,-157.0075,58.8669444
Kokhanok,-154.7761111,59.4394444
Kokrines,-154.6919444,64.9377778
Koliganek,-157.2844444,59.7286111
Koloa,-159.461075,21.9029601
Komandorski Village,-121.9088466,37.7160404
Kongiganak,-162.8951327,59.9532731
Koontzville,-118.9472435,48.0157092
Korbel,-123.9583922,40.8704078
Kosmos,-122.1878774,46.4978879
Kotlik,-163.5533333,63.0341667
Kotzebue,-162.5966667,66.8983333
Koyuk,-161.1569444,64.9319444
Koyukuk,-157.7008333,64.8802778
Kramer Junction,-117.5417235,34.9924765
Krupp,-118.9886514,47.4104582
Kummer,-122.0212248,47.2867675
Kustatan,-151.7475,60.7158333
Kvichak,-156.9305556,58.9694444
Kwethluk,-161.4358333,60.8122222
Kwigillingok,-163.1341667,59.8644444
Kyburz,-120.2968596,38.7746298
La CaÃ±ada Flintridge,-118.1878507,34.1991718
La Center,-122.6703785,45.8623367
La Conner,-122.4962752,48.3887143
La Crescenta,-118.2400751,34.2241708
La Crosse,-117.8818834,46.8140449
La Grande,-122.318725,46.8342707
La Habra,-117.9461734,33.9319578
La Habra Heights,-117.9506186,33.9608461
La Honda,-122.2741352,37.3191086
La Mesa,-117.0230839,32.7678288
La Mirada,-118.0120086,33.9172357
La Palma,-118.0467306,33.846404
La Pine,-121.503636,43.6703995
La Porte,-120.9841206,39.6821146
La Presa,-116.9972487,32.7081085
La Puente,-117.9495083,34.0200114
La Push,-124.6366039,47.9086834
La Quinta,-116.3100095,33.6633573
La Selva Beach,-121.8646774,36.9366187
La Verne,-117.7678355,34.1008426
La Vina,-120.1104401,36.8805022
La'ie,-157.9237604,21.6453766
Lacey,-122.8231915,47.0342629
Lacomb,-122.7434204,44.5851228
Lafayette,-123.1148259,45.2442834
Laguna Beach,-117.7831104,33.5422475
Laguna Hills,-117.71283,33.612523
Laguna Niguel,-117.7075526,33.5225261
Laguna Woods,-117.7253305,33.6103009
Lagunitas,-122.7022085,38.011312
Lagunitas-Forest Knolls,-122.691301,38.0180254
Lahaina,-156.67663,20.87429
Lake Arrowhead,-117.1892078,34.2483396
Lake California,-122.2102439,40.3608342
Lake City,-120.2168926,41.6426708
Lake Creek,-122.6227778,42.4208333
Lake Davis,-120.4788267,39.8726783
Lake Elsinore,-117.3272615,33.6680772
Lake Forest,-117.689218,33.6469661
Lake Forest Park,-122.2809602,47.7567644
Lake Hills,-122.1215109,47.6134331
Lake Hughes,-118.4453598,34.6769294
Lake Isabella,-118.473141,35.6180087
Lake Los Angeles,-117.8281193,34.6124905
Lake Minchumina,-152.3122222,63.8827778
Lake Nacimiento,-120.879626,35.7283018
Lake Oswego,-122.6706498,45.4206749
Lake Riverside,-116.8104779,33.5171356
Lake San Marcos,-117.2083682,33.1261506
Lake Sherwood,-118.8804599,34.1336822
Lake Stevens,-122.0637425,48.015098
Lake of the Pines,-121.0566129,39.0396185
Lake of the Woods,-118.9964906,34.8174781
Lakebay,-122.7584663,47.2570403
Lakehead,-122.3791777,40.90515
Lakeland Village,-117.3439286,33.6386334
Lakeport,-122.9158293,39.0429506
Lakeridge,-119.9482375,39.0362971
Lakeshore,-119.1748429,37.2530003
Lakeside,-124.1751136,43.5756704
Lakeview,-122.4981794,47.159265
Lakewood,-122.518458,47.1717649
Lakota,-122.3723459,47.3328772
Lamoille,-115.4783929,40.7279826
Lamoine,-122.4308472,40.9779272
Lamona,-118.4824843,47.3593159
Lamont,-118.9142666,35.2596833
Lana'i City,-156.9151814,20.8279223
Lanare,-119.9309749,36.4305054
Lancaster,-118.1367393,34.6980406
Lane City,-114.9314089,39.2604946
Langley,-122.406257,48.0400945
Langlois,-124.4509433,42.9234417
Larimers Corner,-122.1445742,47.891764
Larkspur,-122.5352539,37.9340915
Larsen Bay,-153.9786111,57.54
Las Cruces,-120.2290397,34.5080438
Las Flores,-122.1627696,40.0718231
Las Vegas,-115.137223,36.1749705
Latah,-117.155461,47.2815642
Lathrop,-121.27661,37.8227046
Laton,-119.686799,36.4332835
Laughlin,-114.5730208,35.1677771
Laupahoehoe,-155.23759,19.9760833
Laurel,-121.3800777,45.9440106
Laurier,-118.2241779,48.9987931
Lawa'i,-159.5006704,21.9203941
Lawen,-118.8010401,43.4429311
Lawndale,-118.3525744,33.887237
Laws,-118.3456639,37.4007622
Laytonville,-123.4827942,39.6882116
Le Grand,-120.2482336,37.228554
Leaburg,-122.6770174,44.1073492
Leadpoint,-117.5874743,48.9093598
Leavenworth,-120.6614765,47.5962326
Lebam,-123.5490433,46.5589919
Lebanon,-122.9070339,44.5365119
Lebec,-118.8648189,34.8416435
Lee,-115.6075591,40.5682614
Lee Vining,-119.1218156,37.9574254
Lees Camp,-164.3913889,64.6202778
Leggett,-123.7141884,39.8657071
Leland,-122.8865556,47.8917575
Lemeta,-147.7322222,64.8597222
Lemon Cove,-119.0312445,36.378978
Lemon Grove,-117.0314172,32.7425516
Lemon Heights,-117.7819981,33.7589067
Lemoncove,-119.0245475,36.3827271
Lemoore,-119.7829107,36.3007835
Lemoore Station,-119.9048457,36.2632757
Lennox,-118.3525752,33.9380695
Lenwood,-117.1039314,34.8766497
Leona Valley,-118.288133,34.618321
Lester,-121.4939831,47.2092775
Leucadia,-117.3033709,33.0680967
Levelock,-156.8588889,59.1141667
Lewiston,-122.8075227,40.7073681
Lexington,-122.9053898,46.1873343
Libbyville,-157.0530556,58.7777778
Liberty,-120.6653549,47.2537337
Liberty Lake,-117.0924218,47.6482324
Lida,-117.4981383,37.4582645
Lignite,-149.0183333,63.9094444
Lihu'e,-159.3530838,21.9729709
Likely,-120.5041193,41.2304507
Lilliwaup,-123.1143231,47.4634257
Lime,-117.3112946,44.4065503
Lime Village,-155.4355556,61.3563889
Lincoln,-118.414992,47.8290456
Lincoln Acres,-117.0728066,32.6678312
Lincoln Beach,-124.0467818,44.85039
Lincoln City,-124.0178914,44.9581644
Lind,-118.6152653,46.9720892
Linda,-121.5507976,39.1276702
Lindcove,-119.0645489,36.3577274
Linden,-121.0838313,38.0213118
Lindsay,-119.08816,36.2030064
Lisabeula,-122.517629,47.4073201
Litchfield,-120.3871634,40.3826772
Little Lake,-117.9067408,35.9366136
Little River,-123.7883473,39.2707318
Littlerock,-123.0179182,46.9017652
Live Oak,-121.6599701,39.2757232
Live Oak Springs,-116.334462,32.6906137
Livengood,-148.5447222,65.5244444
Livermore,-121.7680088,37.6818745
Livingston,-120.7235329,37.3868826
Lockeford,-121.1499447,38.1635297
Lockwood,-121.0832489,35.9441337
Lodi,-121.2724473,38.1301968
Lodoga,-122.4891522,39.3018307
Lofall,-122.6582078,47.8120379
Logandale,-114.4841487,36.5966406
Logsden,-123.7942778,44.7431729
Loleta,-124.2253348,40.6409618
Loma Linda,-117.2611527,34.0483474
Loma Mar,-122.3085815,37.2710544
Loma Rica,-121.4177419,39.3118348
Lomita,-118.3150722,33.7922392
Lompico,-122.0527402,37.1055028
Lompoc,-120.4579409,34.6391501
London,-119.4431785,36.4760619
Lone Pine,-118.0628654,36.6060444
Lonerock,-119.8830749,45.0890252
Long,-155.4972222,64.4036111
Long Barn,-120.1343539,38.0929762
Long Beach,-124.0543234,46.3523219
Long Creek,-119.1041375,44.714042
Long Island,-132.6791667,54.9169444
Long Lake,-117.8488483,47.8359977
Longbranch,-122.7567994,47.208985
Longmire,-121.8125968,46.7498311
Longview,-122.9381672,46.1381677
Lookingglass,-123.4861887,43.1784485
Lookout,-121.1552523,41.2079441
Loomis,-121.1930041,38.8212889
Loon Lake,-117.6327332,48.0615604
Loring,-131.6361111,55.6025
Los Alamitos,-118.0725641,33.8030717
Los Alamos,-120.2782114,34.7444264
Los Altos,-122.1141298,37.3852183
Los Altos Hills,-122.1374637,37.3796627
Los Angeles,-118.2436849,34.0522342
Los Banos,-120.8499151,37.0582786
Los Berros,-120.542668,35.0788653
Los Gatos,-121.9746797,37.226611
Los Medanos,-121.8513461,38.0121434
Los Molinos,-122.1002666,40.0212684
Los Nietos,-118.0706228,33.9683465
Los Olivos,-120.11487,34.667763
Los Osos,-120.8324006,35.3110858
Los Serranos,-117.7081106,33.9727911
Los Trancos Woods,-122.19941,37.3493854
Lost Creek,-117.363569,48.6093569
Lost Hills,-119.6942941,35.616349
Lostine,-117.4296256,45.4873692
Lovelock,-118.4734808,40.1793537
Lowell,-122.7836822,43.9184592
Lower Kalskag,-160.3580556,61.5122222
Lower Lake,-122.6102614,38.9104546
Lower Tonsina,-144.6586111,61.655
Loyalton,-120.2410385,39.6762936
Lucas Valley,-122.5583121,38.027422
Lucerne,-122.7963806,39.0901709
Lucerne Valley,-116.9678136,34.443889
Ludlow,-116.1600117,34.7211004
Lund,-115.0077933,38.8566105
Luning,-118.1815111,38.5063121
Lyle,-121.2861833,45.695954
Lyman,-122.0618174,48.5270545
Lynden,-122.4521073,48.9465044
Lynnwood,-122.3151313,47.8209301
Lynwood,-118.2114603,33.930293
Lynwood Hills,-117.0516942,32.645332
Lyons,-122.6150855,44.7745664
Lytle Creek,-117.5000512,34.2591728
Lytton,-122.8716615,38.659354
Ma'alaea,-156.4928946,20.7995495
Ma'ili,-158.1750842,21.414343
Mabana,-122.415149,48.0945402
Mabie,-120.5213272,39.7935114
Mabton,-119.9967079,46.2148535
Macdoel,-122.0052851,41.8268154
Machias,-122.045963,47.9814869
Mad River,-123.509756,40.4523655
Madeline,-120.4755054,41.0510078
Madera,-120.0607176,36.9613356
Madison,-121.9683023,38.6793483
Madras,-121.1294872,44.6334544
Magalia,-121.5783059,39.8121058
Magnolia Beach,-122.4831828,47.3820427
Mahukona,-155.9000198,20.1840872
Makaha,-158.2163895,21.4678487
Makakilo,-158.0858333,21.3469444
Makawao,-156.316694,20.8493548
Makena,-156.4283538,20.6282536
Malaga,-119.7337514,36.6835611
Malden,-117.4726928,47.2287815
Malibu,-118.687880183,34.0331807183
Malin,-121.4086021,42.0126551
Malo,-118.6069689,48.8015577
Malone,-123.3284694,46.9592515
Malott,-119.7067271,48.2826495
Maltby,-122.1131816,47.8050984
Mammoth Lakes,-118.972079,37.648546
Mana,-159.76941,22.0358296
Manchester,-123.6880732,38.9701853
Manele,-156.901169,20.7419746
Manhattan,-117.073425293,38.5388793945
Manhattan Beach,-118.4109089,33.8847361
Manila,-124.1622856,40.8517929
Manley Hot Springs,-150.6338889,65.0011111
Manokotak,-159.0583333,58.9813889
Mansfield,-119.6367141,47.8115323
Manson,-120.1584115,47.8848573
Manteca,-121.2160526,37.7974273
Manton,-121.8699903,40.4351568
Manzanita,-122.5595823,47.6762073
Maple Falls,-122.077093,48.9242888
Maple Valley,-122.046409,47.392716
Mapleton,-123.8581645,44.0312318
Maplewood,-122.1628982,47.4681558
Marble,-117.9016542,48.8490759
Marblemount,-121.4495729,48.527619
Marcellus,-118.4052563,47.2334833
Marcola,-122.8606374,44.1723482
Marcus,-118.068323,48.6632362
Marengo,-118.1885722,47.0257089
Maricopa,-119.4009509,35.058858
Marietta,-122.580675863,48.7880016517
Marin City,-122.5091404,37.868538
Marina,-121.802173,36.6844029
Marina del Rey,-118.4517449,33.9802893
Marinwood,-122.5377558,38.0382549
Marion,-122.942314,44.7490108
Mariposa,-119.9662843,37.4849377
Markham,-123.9976703,46.9053693
Markleeville,-119.7801768,38.6949057
Marshall,-117.4993752,47.5648909
Martell,-120.7960468,38.3668572
Martinez,-122.1341321,38.0193657
Mary's Igloo,-165.0633333,65.1477778
Maryhill,-120.8136737,45.6870683
Marys Corner,-122.8226186,46.5470507
Marysville,-121.5913547,39.1457253
Matanuska,-149.229675293,61.5418701172
Matlock,-123.407938,47.2378698
Mattawa,-119.9028234,46.73791
Maunaloa,-157.2113204,21.132114
Maupin,-121.0814491,45.1751205
Maxwell,-122.191366,39.2762768
Maxwelton,-122.4443087,47.9373164
May Creek,-142.6933333,61.3486111
Mayfair,-119.7613554,36.7692726
Mayville,-120.1922509,45.082353
Maywood,-118.185349,33.9866807
Maywood Park,-122.5603714,45.5528966
Mazama,-120.4039844,48.5920867
McArthur,-121.3991469,41.0501635
McCarthy,-142.9216667,61.4333333
McCleary,-123.2654308,47.053151
McCloud,-122.1394487,41.2557119
McCord,-153.2011111,57.1394444
McCredie Springs,-122.2889296,43.7098454
McDermitt,-117.7181975,41.9973887
McDonald,-119.2155733,47.0712534
McFarland,-119.2292748,35.6780104
McGill,-114.7786281,39.4049384
McGrath,-155.5958333,62.9563889
McKenna,-122.5565117,46.9348213
McKenzie Bridge,-122.1639473,44.1751238
McKinley Park,-148.9141667,63.7327778
McKinleyville,-124.1006205,40.9465152
McKittrick,-119.6226239,35.3055201
McMillin,-122.2365063,47.1398236
McMinnville,-123.1987163,45.2101162
McMurray,-122.240740057,48.3139292174
Meacham,-118.421349,45.5065187
Mead,-117.354939,47.7673923
Meadow Glade,-122.5603752,45.7584495
Meadow Valley,-121.0607909,39.9296124
Meadow Vista,-121.0218887,39.0010079
Meadowdale,-122.3334669,47.852874
Mecca,-116.0772244,33.571692
Medford,-122.8755949,42.3265153
Medfra,-154.7141667,63.1066667
Medical Lake,-117.6821604,47.5729426
Medina,-122.2276237,47.6209323
Meeks Bay,-120.1240761,39.034352
Megler,-123.8576454,46.2509379
Mehama,-122.6192523,44.790122
Meiners Oaks,-119.2792795,34.4469383
Mekoryuk,-166.185,60.3880556
Melbourne,-123.6259961,46.9453735
Melrose,-123.4589675,43.247615
Mendocino,-123.7994591,39.3076744
Mendota,-120.3815574,36.7535611
Menifee,-117.1464209,33.728354
Menlo,-123.647102,46.6214902
Menlo Park,-122.1821871,37.4538274
Mentasta Lake,-143.7691667,62.9211111
Mentone,-117.1344806,34.070013
Merced,-120.4829677,37.3021633
Mercer Island,-122.2220673,47.5706548
Mercury,-115.9944747,36.6605105
Meridian,-122.330405,47.6695425
Merlin,-123.4197851,42.5173386
Merrill,-121.6005501,42.0251516
Merritt,-120.8431515,47.7809512
Mertarvik,-164.4991078,60.8109892
Mesa,-119.0066733,46.5762498
Mesa Grande,-116.7691893,33.1803185
Mesa Verde,-114.7310717,33.6058577
Mesquite,-114.0671903,36.8055312
Metaline,-117.3908003,48.8504748
Metaline Falls,-117.3724667,48.8638091
Methow,-120.0036848,48.1301428
Metlakatla,-131.5722222,55.1291667
Metolius,-121.1783761,44.5865092
Mettler,-118.9701023,35.0638557
Metzger,-122.758986,45.4465072
Mexican Colony,-119.2687206,35.4688478
Meyers Chuck,-132.2563889,55.7408333
Mi-Wuk Village,-120.1849105,38.0657551
Midas,-116.7967729,41.2440709
Middletown,-122.6149853,38.7524045
Midland,-122.4048441,47.1670439
Midpines,-119.9204507,37.5443798
Midvale Corner,-122.4176438,47.9925935
Midway,-122.5895734,47.3048196
Midway City,-117.9892263,33.7447388
Mikkalo,-120.2347618,45.4709629
Milan,-117.3316058,47.9668399
Miles,-118.2924867,47.9107147
Milford,-120.3724376,40.1712892
Mililani,-158.0141996,21.4482285
Mill City,-118.0704176,40.6835164
Mill Creek,-122.2042966,47.8600971
Mill Valley,-122.5449763,37.9060368
Millbrae,-122.3871942,37.5985468
Miller House,-145.2161111,65.5241667
Millers Landing,-151.4347222,59.6675
Millersburg,-123.0614829,44.680955
Millville,-122.1752786,40.5493195
Millwood,-117.2827102,47.6812828
Milo,-123.0497793,42.9306756
Miloliâ€˜i,-155.90621,19.18603
Milpitas,-121.9066238,37.4282724
Milton,-122.312899,47.2481558
Milton-Freewater,-118.3877435,45.9326346
Milwaukie,-122.6392606,45.4462305
Mina,-118.1087296,38.3904808
Minam,-117.7232555,45.6218114
Minden,-119.7657332,38.9540739
Mineral,-122.1809417,46.7170518
Minkler,-119.458183,36.7238391
Minnehaha,-122.6487084,45.6590058
Minto,-149.349708,65.150411
Mira Loma,-117.5164389,33.9925135
Mira Monte,-119.2851131,34.4336056
Miracle Hot Springs,-118.534531,35.5757871
Miranda,-123.8236457,40.2345864
Mission,-118.6835901,45.6704084
Mission Beach,-122.2729188,48.0487069
Mission Viejo,-117.6719953,33.6000233
Mist,-123.2565078,45.9962223
Mitchell,-120.153341,44.566525
Moapa,-114.6208232,36.675805
Moccasin,-120.2999137,37.8107616
Moclips,-124.2129577,47.2361952
Modesto,-120.9968782,37.6390972
Mogul,-119.9260304,39.5137988
Mohler,-118.3291435,47.4048746
Mojave,-118.1739645,35.0524699
Mokelumne Hill,-120.7063219,38.3004709
Molalla,-122.5770322,45.1473445
Molson,-119.2006021,48.9810156
Mondovi,-118.0163558,47.6812693
Monitor,-120.4181327,47.4867916
Monmouth,-119.7401376,36.5660611
Mono Vista,-120.2699117,37.997702
Monolith,-118.3742489,35.1199664
Monroe,-123.2967637,44.3140116
Monrovia,-117.9989548,34.1480621
Monse,-119.6778339,48.1412584
Monson,-119.3365066,36.4921726
Monta Vista,-122.0580165,37.3227199
Montague,-122.5278007,41.7281985
Montalvo,-119.2037197,34.2538929
Montana,-150.0727778,62.0797222
Montara,-122.5160892,37.5421617
Montclair,-117.6897776,34.0775104
Monte Rio,-123.0088886,38.4654695
Monte Sereno,-121.992458,37.236333
Montebello,-118.1052778,34.0094444
Montecito,-119.6320753,34.4366626
Montello,-114.1941831,41.2613129
Monterey,-121.8946761,36.6002378
Monterey Park,-118.1228476,34.0625106
Monterey Park Tract,-121.0114871,37.5268136
Montesano,-123.6026629,46.9812063
Montgomery Creek,-121.9236074,40.8415447
Montpelier,-120.7060355,37.5449341
Montrose,-118.224241,34.2063938
Monument,-119.4211007,44.819314
Moonstone,-124.1095121,41.0301251
Moorpark,-118.8820414,34.285558
Moose Pass,-149.3688889,60.4875
Moraga,-122.1296871,37.8349263
Moreno,-117.1578126,33.9175171
Moreno Valley,-117.2305944,33.937517
Morgan Hill,-121.6543901,37.1305012
Moro,-120.731168,45.4840141
Morongo Valley,-116.5808472,34.046955
Morro Bay,-120.8499013,35.3658075
Morton,-122.2751046,46.5584421
Morzhovoi,-163.3186111,54.9069444
Moses Lake,-119.2780771,47.1301417
Mosier,-121.397295,45.6834528
Moss Beach,-122.5133117,37.5274401
Moss Landing,-121.7868953,36.8044003
Mossyrock,-122.4851112,46.5295517
Mount Angel,-122.8000917,45.0678986
Mount Baldy,-117.6600553,34.2361168
Mount Charleston,-115.6427949,36.2571855
Mount Eden,-122.0999636,37.6360439
Mount Hebron,-122.0041737,41.7870939
Mount Hermon,-122.0585746,37.0510596
Mount Hood,-121.568408,45.5378947
Mount Laguna,-116.4183496,32.872273
Mount Montgomery,-118.3215086,37.9796525
Mount Shasta,-122.3105666,41.3098746
Mount Vernon,-119.1135709,44.4176526
Mountain Center,-116.7258522,33.7041889
Mountain City,-115.9653694,41.8385141
Mountain Gate,-122.331674,40.7162613
Mountain House,-121.5427262,37.7832614
Mountain Mesa,-118.4056391,35.6393975
Mountain Ranch,-120.5407599,38.2282509
Mountain View,-122.0838511,37.3860517
Mountain View Acres,-117.3489352,34.496663
Mountain Village,-163.7294444,62.0855556
Mountlake Terrace,-122.3087405,47.7881528
Moxee,-120.3932513,46.5621029
Muir Beach,-122.5813667,37.8621493
Mukilteo,-122.3045815,47.9445396
Mulino,-122.5820333,45.2215112
Murphy,-123.3333915,42.3476183
Murphys,-120.4596437,38.1374202
Murphys Corner,-122.2067975,47.8781524
Murrieta,-117.2139232,33.5539143
Murrieta Hot Springs,-117.1580876,33.5605814
Myers Flat,-123.8703146,40.2662524
Myrtle Creek,-123.2931205,43.0201174
Myrtle Point,-124.138992,43.0648321
Myrtletown,-124.1303382,40.7887388
Na'alehu,-155.5750969,19.0698268
Nabesna,-143.0086111,62.3719444
Naches,-120.699516,46.730958
Naknek,-157.0138889,58.7283333
Nanakuli,-158.142545612,21.3841023798
Napa,-122.2855293,38.2971367
Napakiak,-161.9519444,60.6966667
Napaskiak,-161.7661111,60.7080556
Napavine,-122.9081782,46.5745496
Narod,-117.6844996,34.0580666
Naselle,-123.8107056,46.3653817
National City,-117.0991967,32.6781085
Naukati Bay,-133.1847222,55.8736111
Navy Yard City,-122.6645847,47.5534282
Neah Bay,-124.6249602,48.3681223
Needles,-114.6141315,34.8480597
Nehalem,-123.8940225,45.7201074
Neilton,-123.8804544,47.4128646
Nelson,-114.8247014,35.7080419
Nemah,-123.8859931,46.512045
Nenana,-149.0930556,64.5638889
Nesika Beach,-124.4134382,42.506221
Neskowin,-123.9842818,45.1067722
Nespelem,-118.9747476,48.1671004
Netarts,-123.9459611,45.4348252
Nevada City,-121.0160594,39.2615606
New Cuyama,-119.6854086,34.9469212
New Hope,-123.3678374,42.3623398
New London,-123.9271144,47.0573118
New Pine Creek,-120.2971776,41.9926652
New Stuyahok,-157.3119444,59.4527778
New Tokeen,-133.3241667,55.9363889
New Washoe City,-119.7757399,39.2962994
Newark,-122.0402399,37.5296593
Newaukum,-122.1017822,47.2573231
Newberg,-122.9731565,45.3001179
Newberry Springs,-116.6883644,34.8272104
Newcastle,-121.1332806,38.8740658
Newell,-121.3722116,41.8882132
Newhalem,-121.247346,48.6737368
Newhalen,-154.8972222,59.72
Newhall,-118.530919,34.3847198
Newman,-121.0207614,37.3138267
Newman Lake,-117.0949268,47.7768431
Newport,-124.0534505,44.6367836
Newport Beach,-117.9289469,33.6189101
Newport Hills,-122.1765106,47.5409331
Newtok,-164.6294444,60.9427778
Newville,-122.5283302,39.790989
Nicasio,-122.6985975,38.0615885
Nice,-122.848327,39.1232253
Nicolaus,-121.5777385,38.9032305
Nighthawk,-119.642021,48.9665449
Nightmute,-164.7238889,60.4794444
Nikolai,-154.375,63.0133333
Nikolski,-168.8677778,52.9380556
Niland,-115.5188756,33.2400366
Nile,-120.939522,46.8206761
Nine Mile Falls,-117.5460571,47.7757227
Ninilchik,-151.6688889,60.0513889
Nipinnawasee,-119.7329352,37.4041078
Nipomo,-120.4759986,35.0427547
Nipton,-115.2722098,35.4666532
Nisqually,-122.7012417,47.0564855
Niuliâ€˜i,-155.7442082,20.2222876
Nixon,-119.3579527,39.8318537
Noatak,-162.9652778,67.5711111
Nome,-165.4063889,64.5011111
Nondalton,-154.8458333,59.9736111
Nooksack,-122.3215466,48.9276179
Noorvik,-161.0327778,66.8383333
Norco,-117.548661,33.9311257
Nord,-121.9572023,39.7796044
Nordland,-122.6909961,48.0509255
Normandy Park,-122.3406799,47.4362103
Norris Canyon,-121.9887844,37.7460422
North Albany,-123.1017616,44.6528995
North Bend,-121.7867775,47.4956579
North Bonneville,-121.9711934,45.6373393
North City,-122.3134613,47.7556532
North Edwards,-117.8328431,35.0166405
North Fork,-115.8167465,41.4824091
North Highlands,-121.3721745,38.6857362
North Hill,-122.323457,47.419266
North Lakeport,-122.9054114,39.0882903
North Las Vegas,-115.1175013,36.1988592
North Plains,-122.9934389,45.5970596
North Pole,-147.3494444,64.7511111
North Powder,-117.9199386,45.0284737
North Richmond,-122.3674713,37.9588126
North San Juan,-121.1038434,39.3693365
North Shore,-115.9092358,33.5156791
North Springfield,-123.0031397,44.0748473
North Tustin,-117.7939431,33.764462
Northport,-117.7816505,48.9160223
Northway,-141.9372222,62.9616667
Norwalk,-118.081733,33.9022367
Norway,-124.1567713,43.1009432
Novato,-122.5697032,38.1074199
Novelty,-121.9845662,47.7089888
Nubieber,-121.1830294,41.0957214
Nuevo,-117.145866,33.801408
Nuiqsut,-150.9763889,70.2175
Nulato,-158.1030556,64.7194444
Nunaka Valley,-149.7683333,61.2066667
Nunam Iqua,-164.8411111,62.5336111
Nunapitchuk,-162.4594444,60.8969444
Nushagak,-158.4922222,58.9480556
Nyac,-159.9405556,61.0041667
Nyssa,-116.9948804,43.8768289
O'Brien,-123.7031249,42.0673352
O'Neals,-119.6943135,37.1282815
Oak Glen,-116.9478045,34.0494574
Oak Grove,-122.6400934,45.4167863
Oak Harbor,-122.6432245,48.2931559
Oak Hills,-117.381355,34.383134
Oak Park,-118.7628685,34.1791716
Oak Shores,-120.9817286,35.7624222
Oak View,-119.3001134,34.399996
Oakdale,-120.8471545,37.7665947
Oakesdale,-117.2426823,47.1282275
Oakhurst,-119.6493154,37.3279997
Oakland,-122.2708026,37.8043722
Oakley,-121.7124536,37.9974219
Oakridge,-122.4617159,43.7465124
Oakville,-123.2323686,46.8403765
Oasis,-114.4869714,41.0285361
Occidental,-122.9483307,38.4074146
Ocean City,-124.1660091,47.0709194
Ocean Park,-124.0501628,46.4914875
Ocean Shores,-124.1562852,46.9736986
Oceano,-120.612393,35.0988648
Oceanside,-123.9679079,45.4609359
Ocotillo,-115.99418,32.7386713
Odell,-121.5431295,45.6270622
Odessa,-118.6908274,47.3332023
Ogilby,-114.8388505,32.8169898
Ohop,-122.1906683,46.9456589
Oildale,-119.0195452,35.4196799
Ojai,-119.242889,34.4480495
Okanogan,-119.5833869,48.361262
Olalla,-122.545686,47.429264
Olancha,-118.0064718,36.2818827
Old Fig Garden,-119.8051527,36.7988503
Old Harbor,-153.3038889,57.2027778
Old Minto,-149.1747222,64.8872222
Old Station,-121.4308105,40.6751608
Olene,-121.6308324,42.1718141
Olex,-120.168927,45.4970745
Olivehurst,-121.5521858,39.0954484
Olnes,-147.67,65.0741667
Olowalu,-156.6215297,20.8108616
Olympia,-122.9006951,47.0378741
Olympic View,-122.7404324,47.6939823
Omak,-119.5275506,48.4109853
Omo Ranch,-120.5732603,38.5812956
Onalaska,-122.7181719,46.5751062
Ono,-122.6180702,40.4751501
Ontario,-116.9629378,44.0265525
Onyx,-118.220634,35.6902305
Opal Cliffs,-121.9641267,36.9607842
Ophir,-156.5194444,63.1447222
Opihikao,-154.8819813,19.4280706
Opportunity,-117.2399296,47.6573949
Orange,-117.8531119,33.7877945
Orange Cove,-119.3137301,36.624394
Orange Park Acres,-117.7822767,33.8019612
Orangevale,-121.2257818,38.6785145
Orcas,-122.9446258,48.5978797
Orchards,-122.560929,45.6665063
Orcutt,-120.4359966,34.8652574
Oreana,-118.3223674,40.3343525
Oregon City,-122.6067583,45.3573429
Orick,-124.0597937,41.2867896
Orient,-118.2027814,48.8660142
Orinda,-122.1796888,37.8771476
Orland,-122.1963748,39.7473803
Orleans,-123.5411704,41.3015154
Oro Grande,-117.3342134,34.5988813
Orosi,-119.2873384,36.5449499
Orovada,-117.7854162,41.5698966
Oroville,-119.4356211,48.9390509
Orting,-122.2042824,47.0978795
Oscarville,-161.77,60.7227778
Osino,-115.6606224,40.9321423
Oskawalik,-158.1927778,61.7438889
Oso,-121.9295813,48.2706603
Ostrander,-122.8920562,46.1926122
